id,user_id,uCode,business_name,place_name,Address,holding_number,road_name_number,postCode,super_sub_area,sub_area,area,city,district,sub_district,thana,unions,pType,subType,private_public_flag,complete_incomplete_flag,temporary_permanent_flag,longitude,latitude,bounds,location,popularity_ranking,created_at,updated_at
441755,1092,GLBI2361,"Eastern Bank ATM Mirpur (EBL)",NULL,"House 231, Begum Rokeya Sarani Avenue, Senpara Parbata",231,"Begum Rokeya Sarani Avenue",1216,NULL,"Senpara Parbata",Mirpur,Dhaka,Dhaka,NULL,NULL,NULL,Bank,ATM,1,NULL,1,90.36932274699211,23.805454827086002,...,...,0,"2018-08-30 15:16:52","2019-04-23 06:11:39"
441748,1092,BZZT9844,Apex,NULL,"House 231, Begum Rokeya Sarani Avenue, Senpara Parbata",231,"Begum Rokeya Sarani Avenue",1216,NULL,"Senpara Parbata",Mirpur,Dhaka,Dhaka,NULL,NULL,NULL,Shop,FootWear,1,NULL,1,90.36923758685589,23.805623846915406,...,...,0,"2018-08-30 15:14:30","2019-04-23 06:10:34"
363469,824,ABXK3204,"Mirpur Cadet Coaching",NULL,"House 92, Road 2, Senpara Porbota",92,2,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Education,"COACHING  CENTER",1,NULL,1,90.36844901740551,23.805638570955463,...,...,0,"2018-05-31 20:56:12","2018-05-31 20:56:12"
363472,824,LKFM6831,NULL,NULL,"House 92, Road 2, Senpara Porbota",92,2,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36842755973339,23.805617405147366,...,...,0,"2018-05-31 20:56:27","2018-05-31 20:56:27"
363459,824,KAUX0245,"Janata Insurence Co.Limited",NULL,"House 92, Road 2, Senpara Porbota",92,2,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Office,OFFICE,1,NULL,1,90.36828875541687,23.805624153666265,...,...,0,"2018-05-31 20:54:27","2018-05-31 20:54:27"
363462,824,OMLF0268,"Momena Apparels",NULL,"House 92, Road 2, Senpara Porbota",92,2,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Industry,GARMENTS,1,NULL,1,90.36828204989433,23.80557875453234,...,...,0,"2018-05-31 20:54:46","2018-05-31 20:54:46"
363453,824,WJXC6788,"Mouri Medicine",NULL,"House 92, Road 2, Senpara Porbota",92,2,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,"PHARMACY ",1,NULL,1,90.36820627748966,23.80562292666285,...,...,0,"2018-05-31 20:52:53","2018-05-31 20:52:53"
363455,824,WNMT4995,"Mirpur Electronics",NULL,"House 92, Road 2, Senpara Porbota",92,2,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Construction,ELECTRONICS,1,NULL,1,90.36824449896811,23.80561617814389,...,...,0,"2018-05-31 20:53:41","2018-05-31 20:53:41"
363451,824,WIUZ6491,"Tamanna Pharmacy",NULL,"House 92, Road 2, Senpara Porbota",92,2,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,"PHARMACY ",1,NULL,1,90.36824885755779,23.805569858754247,...,...,0,"2018-05-31 20:52:32","2018-05-31 20:52:32"
363448,824,DTWS0278,NULL,NULL,"House 91/1, Road 2, Senpara Porbota",91/1,2,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.3680409863591,23.80556096297553,...,...,0,"2018-05-31 20:51:44","2018-05-31 20:51:44"
363447,824,MTSW4300,"Wasi Pharma",NULL,"House 91, Road 2, Senpara Porbota",91,2,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,"PHARMACY ",1,NULL,1,90.36790788173677,23.805540410656878,...,...,0,"2018-05-31 20:51:30","2018-05-31 20:51:30"
363445,824,JSHA8942,"Abedin Pharma",NULL,"House 91, Road 2, Senpara Porbota",91,2,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,"PHARMACY ",1,NULL,1,90.36785893142225,23.805529981120788,...,...,0,"2018-05-31 20:51:05","2018-05-31 20:51:05"
363442,824,FSBI4258,NULL,NULL,"House 91, Road 2, Senpara Porbota",91,2,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36789983510971,23.805491330479747,...,...,0,"2018-05-31 20:50:30","2018-05-31 20:50:30"
363416,824,IZIM9165,NULL,"Master House","House 17, Boundary Road, Block KA, Section 6, Senpara Porbota",17,"Boundary Road",1216,"Block KA","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36697816103697,23.805519858334964,...,...,0,"2018-05-31 20:41:19","2018-05-31 20:41:19"
363414,824,SIOV1632,"AS Traders",NULL,"House 16/3, Boundary Road, Block KA, Section 6, Senpara Porbota",16/3,"Boundary Road",1216,"Block KA","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,SHOP,1,NULL,1,90.36688026040792,23.805496238498307,...,...,0,"2018-05-31 20:40:49","2018-05-31 20:40:49"
363409,824,AJDE0072,NULL,NULL,"House 16/2, Boundary Road, Block KA, Section 6, Senpara Porbota",16/2,"Boundary Road",1216,"Block KA","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36679945886137,23.805464336374445,...,...,0,"2018-05-31 20:39:37","2018-05-31 20:39:37"
363410,824,MFYP3373,"SAS Motors",NULL,"House 16/2, Boundary Road, Block KA, Section 6, Senpara Porbota",16/2,"Boundary Road",1216,"Block KA","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Commercial,"MOTOR WORKSHOP",1,NULL,1,90.36681354045866,23.805435195004435,...,...,0,"2018-05-31 20:39:59","2018-05-31 20:39:59"
363407,824,ILHT1981,"Hungry Bites",NULL,"House 16/1, Boundary Road, Block KA, Section 6, Senpara Porbota",16/1,"Boundary Road",1216,"Block KA","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Food,RESTAURANT,1,NULL,1,90.36670289933681,23.80544777180703,...,...,0,"2018-05-31 20:39:14","2018-05-31 20:39:14"
363403,824,BQKT7640,"Dhaka YMCA School",NULL,"House 29, Boundary Road, Senpara Porbota",29,"Boundary Road",1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Education,SCHOOL,1,NULL,1,90.36672469228508,23.805201450305365,...,...,0,"2018-05-31 20:38:18","2018-05-31 20:38:18"
363397,824,XEWC1141,NULL,NULL,"House 15, Boundary Road, Block KA, Section 6, Senpara Porbota",15,"Boundary Road",1216,"Block KA","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36662477999924,23.805418016930645,...,...,0,"2018-05-31 20:36:42","2018-05-31 20:36:42"
363396,824,RUMQ4760,"SS Enterprise",NULL,"House 14, Boundary Road, Block KA, Section 6, Senpara Porbota",14,"Boundary Road",1216,"Block KA","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Commercial,"MOTOR WORKSHOP",1,NULL,1,90.36655236035585,23.805378752753427,...,...,0,"2018-05-31 20:36:31","2018-05-31 20:36:31"
363393,824,DRBY9163,NULL,NULL,"House 14, Boundary Road, Block KA, Section 6, Senpara Porbota",14,"Boundary Road",1216,"Block KA","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36654531955719,23.80541218865508,...,...,0,"2018-05-31 20:36:07","2018-05-31 20:36:07"
363392,824,HBZB7368,NULL,NULL,"House 13, Boundary Road, Block KA, Section 6, Senpara Porbota",13,"Boundary Road",1216,"Block KA","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36648664623499,23.805370470464524,...,...,0,"2018-05-31 20:35:31","2018-05-31 20:35:31"
363401,824,BYAM6563,"New Best Of Sp Shoes",NULL,"House 28, Boundary Road, Senpara Porbota",28,"Boundary Road",1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,FOOTWEAR,1,NULL,1,90.36652754992247,23.80515052948835,...,...,0,"2018-05-31 20:37:32","2018-05-31 20:37:32"
363391,824,IEDI8676,NULL,NULL,"House 12, Boundary Road, Block KA, Section 6, Senpara Porbota",12,"Boundary Road",1216,"Block KA","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36638036370277,23.805338261558237,...,...,0,"2018-05-31 20:35:22","2018-05-31 20:35:22"
363386,824,DUAE8207,"New Vlassic Hair Dresser",NULL,"House 27, Boundary Road, Senpara Porbota",27,"Boundary Road",1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,SALOON,1,NULL,1,90.36637365818024,23.80515421051194,...,...,0,"2018-05-31 20:33:35","2018-05-31 20:33:35"
363390,824,RGBQ9025,"Nur Honda Works",NULL,"House 11, Boundary Road, Block KA, Section 6, Senpara Porbota",11,"Boundary Road",1216,"Block KA","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Commercial,"MOTOR WORKSHOP",1,NULL,1,90.3662656992674,23.805314334936973,...,...,0,"2018-05-31 20:34:58","2018-05-31 20:34:58"
363384,824,HBQE7636,"New Upoma Shoes",NULL,"House 27, Boundary Road, Senpara Porbota",27,"Boundary Road",1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,FOOTWEAR,1,NULL,1,90.3663357719779,23.805142247184897,...,...,0,"2018-05-31 20:33:18","2018-05-31 20:33:18"
363380,824,YMOH6910,"Mayer Doa Shoes 2",NULL,"House 27, Boundary Road, Senpara Porbota",27,"Boundary Road",1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,FOOTWEAR,1,NULL,1,90.3663032501936,23.80512967035272,...,...,0,"2018-05-31 20:32:25","2018-05-31 20:32:25"
363379,824,XFVM4992,NULL,NULL,"House 27, Boundary Road, Senpara Porbota",27,"Boundary Road",1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36632638424635,23.805093780361528,...,...,0,"2018-05-31 20:31:53","2018-05-31 20:31:53"
363370,824,RVHH1778,"Sharoj International School And College",NULL,"House 30, Road 3, Senpara Porbota",30,3,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Education,SCHOOL,1,NULL,1,90.36627240478992,23.804901446649946,...,...,0,"2018-05-31 20:28:33","2018-05-31 20:28:33"
363375,824,VMMK0028,"Shajal Shoes",NULL,"House 26, Road 3, Senpara Porbota",26,3,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,FOOTWEAR,1,NULL,1,90.36624256521463,23.805101142411804,...,...,0,"2018-05-31 20:31:02","2018-05-31 20:31:02"
363374,824,YTIF2923,"Bishwanath Shoes",NULL,"House 26, Road 3, Senpara Porbota",26,3,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,FOOTWEAR,1,NULL,1,90.36615505814552,23.805074454977525,...,...,0,"2018-05-31 20:30:41","2018-05-31 20:30:41"
363388,824,HKLA9620,"Bike Point",NULL,"House 10, Boundary Road, Block KA, Section 6, Senpara Porbota",10,"Boundary Road",1216,"Block KA","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Commercial,"MOTOR WORKSHOP",1,NULL,1,90.36614332348108,23.80521617439332,...,...,0,"2018-05-31 20:34:21","2018-05-31 20:34:21"
363373,824,LEYV6386,"New Boishakhi Shoes",NULL,"House 26, Road 3, Senpara Porbota",26,3,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,FOOTWEAR,1,NULL,1,90.36609705537558,23.8050407122367,...,...,0,"2018-05-31 20:30:13","2018-05-31 20:30:13"
363372,824,JJXP8701,"Anwar Steel House",NULL,"House 26, Road 3, Senpara Porbota",26,3,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Construction,STEEL,1,NULL,1,90.36601323634386,23.80500604923016,...,...,0,"2018-05-31 20:29:48","2018-05-31 20:29:48"
363362,824,BXDP3508,NULL,NULL,"House 8, Road 3, Block Kka, Section 6, Senpara Porbota",8,3,1216,"Block Kka","Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36585833877325,23.805089792584106,...,...,0,"2018-05-31 20:26:27","2018-05-31 20:26:27"
363364,824,SRLD3449,NULL,NULL,"House 25, Road 3, Senpara Porbota",25,3,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.3659163415432,23.80486248906921,...,...,0,"2018-05-31 20:27:03","2018-05-31 20:27:03"
363353,824,OEAA1584,NULL,NULL,"House 7, Road 3, Block KA, Section 6",7,3,1216,"Block KA","Section 6",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36576848477125,23.805051141812072,...,...,0,"2018-05-31 20:24:24","2018-05-31 20:24:24"
363352,824,WQVB4360,NULL,NULL,"House 6, Road 3, Block KA, Section 6",6,3,1216,"Block KA","Section 6",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36567997187376,23.80500881000093,...,...,0,"2018-05-31 20:24:17","2018-05-31 20:24:17"
363350,824,HGHD1721,NULL,NULL,"House 5, Road 3, Block KA, Section 6",5,3,1216,"Block KA","Section 6",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36558944731952,23.804968625442815,...,...,0,"2018-05-31 20:24:08","2018-05-31 20:24:08"
363349,824,HTGY0412,NULL,NULL,"House 4, Road 3, Block KA, Section 6",4,3,1216,"Block KA","Section 6",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36546371877195,23.80493764344676,...,...,0,"2018-05-31 20:23:50","2018-05-31 20:23:50"
363347,824,PFNZ4048,"Rejaul Enterprise",NULL,"House 4, Road 3, Block KA, Section 6",4,3,1216,"Block KA","Section 6",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,FURNITURE,1,NULL,1,90.36549087613821,23.80490451417549,...,...,0,"2018-05-31 20:23:39","2018-05-31 20:23:39"
363343,824,QZGD1050,NULL,NULL,"House 3, Road 3, Block KA, Section 6",3,3,1216,"Block KA","Section 6",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36536045372486,23.804843777156194,...,...,0,"2018-05-31 20:23:02","2018-05-31 20:23:02"
363359,824,GPJC2460,"Bayzid Steel Products",NULL,"House 14, Road 3, Senpara Porbota",14,3,1216,NULL,"Senpara Porbota",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Construction,STEEL,1,NULL,1,90.3654120862484,23.804688560200074,...,...,0,"2018-05-31 20:25:31","2018-05-31 20:25:31"
363357,824,HCKI5558,NULL,NULL,"House 14, Senpara Parbata",14,NULL,1216,NULL,"Senpara Parbata",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,House,1,NULL,1,90.36545164883137,23.804626596066967,...,...,0,"2018-05-31 20:24:59","2019-10-18 08:24:01"
349500,1058,ACME6290,NULL,"Marlin Apartment 3","House 89/A/3, Borobag, Section 2",89/A/3,NULL,1216,NULL,"Section 2",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,0,NULL,1,90.36535374820232,23.804102353777584,...,...,0,"2018-05-22 04:46:57","2018-12-12 17:23:09"
363339,824,YBYE7028,"Europa Fashion",NULL,"House 91, Boundary Road, Block KA, Section 6, Borobagh",91,"Boundary Road",1216,"Block KA",Borobagh,Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,CLOTHING,1,NULL,1,90.36532793194056,23.80464990930863,...,...,0,"2018-05-31 20:21:45","2018-05-31 20:21:45"
363337,824,DUFN8476,"Ratim Store",NULL,"House 91, Boundary Road, Block KA, Section 6, Borobagh",91,"Boundary Road",1216,"Block KA",Borobagh,Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,"GENERAL STORE",1,NULL,1,90.36527965217827,23.80462782307979,...,...,0,"2018-05-31 20:21:25","2018-05-31 20:21:25"
363335,824,FERI5048,"Jewel Hotel And Biryani House",NULL,"House 91, Boundary Road, Block KA, Section 6, Borobagh",91,"Boundary Road",1216,"Block KA",Borobagh,Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Food,"BANGLA RESTAURANT",1,NULL,1,90.36523774266243,23.804600215288456,...,...,0,"2018-05-31 20:20:56","2018-05-31 20:20:56"
363332,824,NYOY7074,"Friends Pharmacy",NULL,"House 91, Boundary Road, Block KA, Section 6, Borobagh",91,"Boundary Road",1216,"Block KA",Borobagh,Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,"PHARMACY ",1,NULL,1,90.36516331136228,23.80459070593676,...,...,0,"2018-05-31 20:20:27","2018-05-31 20:20:27"
363325,824,WTWJ2575,"New Medicine Center",NULL,"House 91, Boundary Road, Block KA, Section 6, Borobagh",91,"Boundary Road",1216,"Block KA",Borobagh,Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,"PHARMACY ",1,NULL,1,90.36516431719065,23.804551441509425,...,...,0,"2018-05-31 20:19:46","2018-05-31 20:19:46"
363323,824,GIIW5655,NULL,NULL,"House 91, Boundary Road, Block KA, Section 6, Borobagh",91,"Boundary Road",1216,"Block KA",Borobagh,Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36519818007947,23.80448825029677,...,...,0,"2018-05-31 20:19:10","2018-05-31 20:19:10"
363329,824,DBUT1407,"Tania Jewellers",NULL,"House 91, Boundary Road, Block KA, Section 6, Borobagh",91,"Boundary Road",1216,"Block KA",Borobagh,Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,"JEWELLERY SHOP",1,NULL,1,90.36513380706309,23.80458119658435,...,...,0,"2018-05-31 20:20:12","2018-05-31 20:20:12"
363304,824,EDBD9856,NULL,NULL,"House 95, Shamibag Road, Borobagh, Section 2",95,"Shamibag Road",1216,NULL,"Section 2",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.3650613874197,23.804418923979554,...,...,0,"2018-05-31 20:15:30","2018-05-31 20:15:30"
363319,824,IEBT0574,"Haque Bakery",NULL,"House 1/1, 1/2, Boundary Road, Block KA, Section 6",1/1,"Boundary Road",1216,"Block KA","Section 6",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Food,BAKERY,1,NULL,1,90.3650087490678,23.804639172947855,...,...,0,"2018-05-31 20:18:25","2019-07-10 04:41:49"
363307,824,RQMQ0397,NULL,NULL,"House 1/2, Boundary Road, Block KA, Section 6, Borobagh",1/2,"Boundary Road",1216,"Block KA",Borobagh,Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36498226225376,23.80462046100268,...,...,0,"2018-05-31 20:16:23","2018-05-31 20:16:23"
363318,824,ULKT2933,"Dhaka Hardware",NULL,"House 1/2, Boundary Road, Block KA, Section 6, Borobagh",1/2,"Boundary Road",1216,"Block KA",Borobagh,Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Construction,HARDWARE,1,NULL,1,90.3650214895606,23.80459346671635,...,...,0,"2018-05-31 20:18:06","2018-05-31 20:18:06"
363315,824,RCXU4848,"Uttam Hair Dresser Saloon",NULL,"House 1/2, Boundary Road, Block KA, Section 6, Borobagh",1/2,"Boundary Road",1216,"Block KA",Borobagh,Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,SALOON,1,NULL,1,90.36498427391051,23.804583343857527,...,...,0,"2018-05-31 20:17:46","2018-05-31 20:17:46"
363311,824,AWYF6136,"Tania Jewellers",NULL,"House 1/2, Boundary Road, Block KA, Section 6, Borobagh",1/2,"Boundary Road",1216,"Block KA",Borobagh,Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,"JEWELLERY SHOP",1,NULL,1,90.36494471132755,23.804569846711207,...,...,0,"2018-05-31 20:17:06","2018-05-31 20:17:06"
363302,824,JQYP1400,"Chadpur General Store",NULL,"House 96, Shamibag Road, Borobagh, Section 2",96,"Shamibag Road",1216,NULL,"Section 2",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,"GENERAL STORE",1,NULL,1,90.3648652508855,23.80434192877858,...,...,0,"2018-05-31 20:14:48","2018-05-31 20:14:48"
363303,824,XWMQ4859,NULL,NULL,"House 85, Shamibag Road, Borobagh, Section 2",85,"Shamibag Road",1216,NULL,"Section 2",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Residential,HOUSE,1,NULL,1,90.36483976989985,23.804524753962202,...,...,0,"2018-05-31 20:15:08","2018-05-31 20:15:08"
363301,824,MPSA9092,"Mujaddiya Medicine",NULL,"House 96, Shamibag Road, Borobagh, Section 2",96,"Shamibag Road",1216,NULL,"Section 2",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,"PHARMACY ",1,NULL,1,90.36477472633123,23.804302357522076,...,...,0,"2018-05-31 20:13:58","2018-05-31 20:13:58"
363298,824,ZUGR3680,"Gazi Electric",NULL,"House 96, Shamibag Road, Borobagh, Section 2",96,"Shamibag Road",1216,NULL,"Section 2",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Construction,ELECTRONICS,1,NULL,1,90.3647066652775,23.804307265585546,...,...,0,"2018-05-31 20:12:57","2018-05-31 20:12:57"
363297,824,YRAA9874,"Islam Traders",NULL,"House 96, Shamibag Road, Borobagh, Section 2",96,"Shamibag Road",1216,NULL,"Section 2",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,SHOP,1,NULL,1,90.36467514932156,23.804292234640556,...,...,0,"2018-05-31 20:12:36","2018-05-31 20:12:36"
363295,824,IHRR2454,"Bengal Rent A Car",NULL,"House 96, Shamibag Road, Borobagh, Section 2",96,"Shamibag Road",1216,NULL,"Section 2",Mirpur,Dhaka,Dhaka,NULL,"Mirpur ",NULL,Shop,"CAR RENTAL",1,NULL,1,90.36471202969553,23.804276283431726,...,...,0,"2018-05-31 20:12:13","2018-05-31 20:12:13"
